text_id,filename,mean_icd,min_icd,max_icd,min_inter,max_inter,mean_inter,silhouette,davies_bouldin,sdbw,cvnn,uniqueness_ratio,total_clusters,cluster_distribution,human,bot
newlstm_by_20k,part_634.txt,12.961009252719148,3.043666133862854,25.19553625762652,5.084909390978283,8.08471762935292,6.545551582304605,0.064964406,3.18088832623638,0.5566030171013279,0.749982287627531,0.0748095416510553,3,"[457.0, 172.0, 239.0]",0,1
newlstm_by_20k,part_635.txt,12.835067987304944,2.409868510905942,24.886138065867605,5.43566252726251,6.866527629423747,6.2442218234693065,0.06890733,3.0075932643739023,0.5548567076890598,0.7528077431268414,0.0758793969849246,3,"[253.0, 268.0, 357.0]",0,1
newlstm_by_20k,part_636.txt,12.886741807870749,2.7450739052752144,24.06433737787277,5.088851376995249,6.815875338409974,6.134837999059173,0.061127566,3.1653962736938404,0.55635253601036,0.7518077855742661,0.072120830711139,3,"[292.0, 372.0, 181.0]",0,1
newlstm_by_20k,part_637.txt,12.183536417390382,3.428630754857387,22.44412088335455,5.154807902247102,9.781472042051742,6.974334935162297,0.046262607,2.8012406117958104,0.37157185152943,0.7475204495119824,0.0747075839517041,6,"[163.0, 165.0, 132.0, 151.0, 168.0, 93.0]",0,1
newlstm_by_20k,part_638.txt,12.27214839136267,3.6269675723901376,21.50534742258964,4.980049379215405,10.110971824790171,7.486206079077819,0.05600389,2.80359035458124,0.3695957431320693,0.7406170884665633,0.0715534465534465,6,"[183.0, 86.0, 108.0, 233.0, 78.0, 152.0]",0,1
newlstm_by_20k,part_639.txt,12.38722051960718,3.533547614573672,22.38544321494713,4.993667232448376,8.58032289801649,6.8060877624872,0.052561738,3.0185507442406,0.4144273241129523,0.7472289303814823,0.0703587161736941,5,"[173.0, 239.0, 185.0, 105.0, 116.0]",0,1
newlstm_by_20k,part_640.txt,12.443699025289195,3.768205967553064,22.28682727374928,5.251303811831208,9.955188671482784,7.76262281778858,0.0636882,2.7133862242410127,0.376926268559563,0.7397222930477623,0.0708621774701069,6,"[273.0, 123.0, 118.0, 143.0, 98.0, 74.0]",0,1
newlstm_by_20k,part_641.txt,12.091992396411342,3.770638737730264,21.63346379380453,5.7396788866181705,10.660561033745816,7.76391933394974,0.059932746,2.61440532125428,0.3364897266073574,0.7386683603848878,0.072146807440925,7,"[90.0, 72.0, 106.0, 106.0, 165.0, 149.0, 164.0]",0,1
newlstm_by_20k,part_642.txt,12.721313555171587,3.830986874562866,22.59797171447497,4.918414232002823,8.436898373514428,6.8424164486936245,0.04235883,3.083982072768229,0.4233456305130914,0.7531689631296805,0.0732591573946743,5,"[126.0, 116.0, 203.0, 250.0, 159.0]",0,1
newlstm_by_20k,part_643.txt,12.865470000705743,2.655962577386136,24.723376816879416,5.060035776917866,7.874174615610217,6.485007536636049,0.064177215,3.143030000372144,0.5571257497978119,0.7517967971038946,0.07235853780671,3,"[366.0, 318.0, 178.0]",0,1
newlstm_by_20k,part_644.txt,12.33398494060808,3.1954187454961804,22.40161433164104,4.660647071917663,8.948592934524365,6.730983662393236,0.031395826,3.0280014321790665,0.4108340039607482,0.7508135161668874,0.0723092730541998,5,"[116.0, 143.0, 221.0, 210.0, 140.0]",0,1
newlstm_by_20k,part_645.txt,12.30846370551656,3.912711480154267,21.72870041152084,4.84556366970158,9.685202806756395,7.296073965197442,0.049309675,2.873970152145988,0.3743014973620086,0.7427874013812,0.0705006936561987,6,"[135.0, 174.0, 104.0, 148.0, 169.0, 111.0]",0,1
newlstm_by_20k,part_646.txt,12.296429258724192,3.787585919312189,21.640395193064947,4.7868221115402685,10.30598127722765,7.45503961529171,0.041539036,2.8416197272196584,0.3428001915473298,0.7429779695147696,0.0742080319281616,7,"[121.0, 156.0, 116.0, 108.0, 100.0, 72.0, 201.0]",0,1
newlstm_by_20k,part_647.txt,12.480203954487394,3.5698822388433875,21.866618305178648,4.987158270455287,9.04822538860757,7.125361381079105,0.045662403,2.87692647677547,0.3789765342522473,0.7468892009234225,0.0729726352617768,6,"[103.0, 164.0, 96.0, 83.0, 188.0, 208.0]",0,1
newlstm_by_20k,part_648.txt,12.368030960931168,3.99298190513078,21.3486241920857,4.695422865038017,10.028211126151469,7.9687495943923325,0.05218163,2.762241561320389,0.3479856568288372,0.7397138912081809,0.0742611770649153,7,"[175.0, 50.0, 153.0, 196.0, 118.0, 116.0, 42.0]",0,1
newlstm_by_20k,part_649.txt,12.99927385457692,2.824492653959388,23.414664847175032,5.306465355052584,7.185960849152873,6.375595829918419,0.06988222,3.0548815442113844,0.558471848990401,0.7480901410632856,0.0730880321486876,3,"[174.0, 408.0, 267.0]",0,1
newlstm_by_20k,part_650.txt,12.630936222773446,3.4923892173469087,22.01033814620971,5.415019966859894,8.656040256141187,7.011069086567666,0.062436767,2.860472300488889,0.4180720527712599,0.7470221609980017,0.0716656422864167,5,"[184.0, 255.0, 109.0, 200.0, 111.0]",0,1
newlstm_by_20k,part_651.txt,12.519243635251293,3.850129019945507,22.219178189588227,5.195689653567795,9.823618815889496,7.579425690434832,0.05838964,2.805803337033601,0.3783164381857572,0.744070355258215,0.0740557886941496,6,"[153.0, 212.0, 84.0, 99.0, 96.0, 235.0]",0,1
